Ошибки/Успех	ВремяР с	Контроль/Облучение	День	День от Обл	День К/Об	ПоложОтв	НомерПол	Рука
0	1.57	1	5	-84	0	5	1	0
0	0.47	1	5	-84	0	2	1	0
0	0.40	1	5	-84	0	1	1	0
0	7.90	1	5	-84	0	3	1	1
0	2.57	1	5	-84	0	2	2	1
0	0.67	1	5	-84	0	4	1	1
0	10.80	1	5	-84	0	4	2	1
0	3.90	1	5	-84	0	3	2	1
0	1.90	1	5	-84	0	5	2	0
0	7.73	1	5	-84	0	1	2	0
0	1.17	1	5	-84	0	1	3	0
0	3.53	1	5	-84	0	3	3	1
0	0.87	1	5	-84	0	4	3	1
0	0.80	1	5	-84	0	2	3	0
0	4.53	1	5	-84	0	5	3	0
0	2.23	1	5	-84	0	5	4	0
0	1.53	1	5	-84	0	4	4	1
1	2.80	1	5	-84	0	2	4	0
0	0.43	1	5	-84	0	1	4	0
0	3.60	1	5	-84	0	3	4	1
0	1.63	1	5	-84	0	4	5	1
0	11.47	1	5	-84	0	5	5	0
0	0.50	1	5	-84	0	1	5	0
0	4.03	1	5	-84	0	3	5	1
0	2.93	1	5	-84	0	2	5	0
0	0.53	1	5	-84	0	2	6	0
0	1.80	1	5	-84	0	4	6	1
0	7.73	1	5	-84	0	5	6	0
0	0.23	1	5	-84	0	1	6	0
0	25.07	1	5	-84	0	3	6	1
0	0.53	1	5	-84	0	1	7	0
1	5.77	1	5	-84	0	5	7	0
0	3.13	1	5	-84	0	3	7	1
1	1.33	1	5	-84	0	2	7	0
0	0.93	1	5	-84	0	4	7	1
0	0.60	1	5	-84	0	4	8	1
0	0.37	1	5	-84	0	2	8	0
0	0.63	1	5	-84	0	1	8	0
0	4.20	1	5	-84	0	3	8	1
0	1.43	1	5	-84	0	5	8	0
0	0.47	1	5	-84	0	1	9	0
0	20.50	1	5	-84	0	4	9	1
1	6.30	1	5	-84	0	5	9	0
1	2.83	1	5	-84	0	2	9	0
0	10.63	1	5	-84	0	3	9	1
0	4.43	1	5	-84	0	3	10	1
0	0.73	1	5	-84	0	4	10	1
0	1.37	1	5	-84	0	2	10	0
0	6.93	1	5	-84	0	5	10	0
0	0.77	1	5	-84	0	1	10	0
0	1.60	1	6	-79	0	5	1	0
0	0.37	1	6	-79	0	1	1	0
0	2.47	1	6	-79	0	3	1	1
0	2.77	1	6	-79	0	4	1	1
0	2.03	1	6	-79	0	2	1	0
0	1.13	1	6	-79	0	4	2	1
0	0.37	1	6	-79	0	2	2	0
0	1.70	1	6	-79	0	5	2	0
0	5.67	1	6	-79	0	1	2	0
0	2.53	1	6	-79	0	3	2	1
1	66.83	1	6	-79	0	3	3	1
0	0.53	1	6	-79	0	1	3	0
0	3.40	1	6	-79	0	2	3	0
0	2.30	1	6	-79	0	4	3	1
0	5.90	1	6	-79	0	5	3	0
0	1.93	1	6	-79	0	5	4	0
0	6.53	1	6	-79	0	2	4	0
0	0.30	1	6	-79	0	1	4	0
0	12.10	1	6	-79	0	3	4	1
0	0.47	1	6	-79	0	4	4	1
0	0.57	1	6	-79	0	1	5	0
0	4.17	1	6	-79	0	5	5	0
0	2.50	1	6	-79	0	4	5	1
0	3.67	1	6	-79	0	3	5	1
0	2.20	1	6	-79	0	2	5	0
0	3.03	1	6	-79	0	3	6	1
0	1.07	1	6	-79	0	4	6	1
0	2.03	1	6	-79	0	2	6	0
0	1.57	1	6	-79	0	5	6	0
0	10.27	1	6	-79	0	1	6	0
0	5.03	1	6	-79	0	1	7	0
0	1.83	1	6	-79	0	2	7	0
0	12.17	1	6	-79	0	3	7	1
0	1.07	1	6	-79	0	4	7	1
0	3.70	1	6	-79	0	5	7	0
0	0.47	1	6	-79	0	2	8	0
0	1.80	1	6	-79	0	5	8	0
0	3.03	1	6	-79	0	4	8	1
0	0.50	1	6	-79	0	1	8	0
0	4.87	1	6	-79	0	3	8	1
1	11.77	1	6	-79	0	1	9	0
0	6.77	1	6	-79	0	3	9	1
0	6.77	1	6	-79	0	5	9	0
0	0.37	1	6	-79	0	4	9	1
0	2.17	1	6	-79	0	2	9	0
0	1.30	1	6	-79	0	5	10	0
0	0.50	1	6	-79	0	2	10	0
0	4.17	1	6	-79	0	3	10	1
0	0.50	1	6	-79	0	1	10	0
0	1.90	1	6	-79	0	4	10	1
0	3.67	1	7	-78	0	3	1	1
0	1.03	1	7	-78	0	5	1	0
0	1.40	1	7	-78	0	1	1	0
0	0.50	1	7	-78	0	2	1	0
0	1.03	1	7	-78	0	4	1	1
0	0.53	1	7	-78	0	1	2	0
0	0.53	1	7	-78	0	2	2	0
0	6.60	1	7	-78	0	3	2	1
0	1.50	1	7	-78	0	5	2	0
0	4.67	1	7	-78	0	4	2	1
0	1.30	1	7	-78	0	4	3	1
0	4.17	1	7	-78	0	5	3	0
0	1.40	1	7	-78	0	1	3	0
0	0.37	1	7	-78	0	2	3	0
0	4.53	1	7	-78	0	3	3	1
0	0.80	1	7	-78	0	1	4	0
0	0.70	1	7	-78	0	2	4	1
0	6.67	1	7	-78	0	3	4	1
0	1.57	1	7	-78	0	4	4	1
0	3.37	1	7	-78	0	5	4	0
0	4.43	1	7	-78	0	3	5	1
0	0.90	1	7	-78	0	2	5	0
1	11.13	1	7	-78	0	1	5	0
0	1.53	1	7	-78	0	4	5	1
0	7.73	1	7	-78	0	5	5	0
0	1.23	1	7	-78	0	5	6	0
0	2.50	1	7	-78	0	2	6	0
0	1.37	1	7	-78	0	4	6	1
0	0.93	1	7	-78	0	1	6	0
0	7.97	1	7	-78	0	3	6	1
1	2.07	1	7	-78	0	2	7	0
1	15.13	1	7	-78	0	3	7	1
0	9.57	1	7	-78	0	4	7	1
0	1.27	1	7	-78	0	1	7	0
0	5.90	1	7	-78	0	5	7	0
0	0.63	1	7	-78	0	2	8	0
0	0.77	1	7	-78	0	1	8	0
0	4.93	1	7	-78	0	3	8	1
0	1.73	1	7	-78	0	4	8	1
0	5.57	1	7	-78	0	5	8	0
0	5.70	1	7	-78	0	5	9	0
0	1.20	1	7	-78	0	4	9	1
0	0.77	1	7	-78	0	1	9	0
1	11.23	1	7	-78	0	3	9	1
0	0.70	1	7	-78	0	2	9	0
0	0.60	1	7	-78	0	2	10	1
0	0.60	1	7	-78	0	1	10	0
0	1.73	1	7	-78	0	3	10	1
0	6.23	1	7	-78	0	5	10	0
0	4.43	1	7	-78	0	4	10	1
0	4.43	1	8	-57	0	1	1	0
0	0.53	1	8	-57	0	2	1	0
0	0.70	1	8	-57	0	4	1	1
0	3.67	1	8	-57	0	5	1	0
0	4.27	1	8	-57	0	3	1	1
0	3.80	1	8	-57	0	3	2	1
0	7.00	1	8	-57	0	1	2	0
0	1.07	1	8	-57	0	5	2	0
0	0.43	1	8	-57	0	2	2	0
0	3.97	1	8	-57	0	4	2	1
0	0.40	1	8	-57	0	2	3	1
0	2.47	1	8	-57	0	5	3	0
0	4.20	1	8	-57	0	3	3	1
1	9.03	1	8	-57	0	1	3	0
0	1.33	1	8	-57	0	4	3	1
0	0.43	1	8	-57	0	2	4	0
0	4.30	1	8	-57	0	3	4	1
0	1.23	1	8	-57	0	4	4	1
0	0.53	1	8	-57	0	5	4	0
0	11.40	1	8	-57	0	1	4	0
0	0.37	1	8	-57	0	1	5	0
0	0.33	1	8	-57	0	5	5	0
0	12.30	1	8	-57	0	3	5	1
0	2.53	1	8	-57	0	4	5	1
0	0.50	1	8	-57	0	2	5	0
0	4.47	1	8	-57	0	5	6	0
0	7.50	1	8	-57	0	1	6	0
0	1.23	1	8	-57	0	4	6	1
1	4.77	1	8	-57	0	3	6	1
0	3.63	1	8	-57	0	2	6	0
0	2.90	1	8	-57	0	3	7	1
0	0.37	1	8	-57	0	2	7	0
0	1.77	1	8	-57	0	4	7	1
0	3.27	1	8	-57	0	1	7	0
0	0.40	1	8	-57	0	5	7	0
0	1.57	1	8	-57	0	4	8	1
0	4.57	1	8	-57	0	2	8	1
0	0.37	1	8	-57	0	5	8	0
0	7.07	1	8	-57	0	1	8	0
0	3.87	1	8	-57	0	3	8	1
0	0.63	1	8	-57	0	2	9	0
0	1.37	1	8	-57	0	5	9	0
1	4.77	1	8	-57	0	3	9	1
0	1.07	1	8	-57	0	2	9	0
0	1.30	1	8	-57	0	4	9	1
0	2.77	1	8	-57	0	3	10	1
0	0.43	1	8	-57	0	2	10	0
0	2.73	1	8	-57	0	5	10	0
0	0.70	1	8	-57	0	1	10	0
0	1.27	1	8	-57	0	4	10	1
0	4.93	1	9	-23	0	1	1	0
0	2.77	1	9	-23	0	3	1	1
0	4.73	1	9	-23	0	5	1	0
0	1.10	1	9	-23	0	4	1	1
0	1.07	1	9	-23	0	2	1	1
0	2.33	1	9	-23	0	5	2	0
0	2.90	1	9	-23	0	3	2	1
0	12.67	1	9	-23	0	1	2	0
0	3.17	1	9	-23	0	4	2	1
0	1.13	1	9	-23	0	2	2	0
0	1.03	1	9	-23	0	2	3	0
0	2.10	1	9	-23	0	4	3	1
0	13.03	1	9	-23	0	5	3	0
0	2.37	1	9	-23	0	3	3	1
0	3.43	1	9	-23	0	1	3	0
0	3.70	1	9	-23	0	1	4	0
0	3.40	1	9	-23	0	3	4	1
0	1.13	1	9	-23	0	4	4	1
0	2.90	1	9	-23	0	2	4	1
0	2.83	1	9	-23	0	5	4	0
0	2.80	1	9	-23	0	5	5	0
0	2.93	1	9	-23	0	3	5	1
0	0.30	1	9	-23	0	2	5	0
0	4.00	1	9	-23	0	1	5	0
0	0.63	1	9	-23	0	4	5	1
0	5.77	1	9	-23	0	5	6	0
0	6.50	1	9	-23	0	3	6	1
0	3.60	1	9	-23	0	1	6	0
0	1.93	1	9	-23	0	4	6	1
0	0.70	1	9	-23	0	2	6	0
0	0.50	1	9	-23	0	1	8	0
0	1.30	1	9	-23	0	2	7	0
0	24.30	1	9	-23	0	5	7	0
0	2.57	1	9	-23	0	3	7	1
0	10.23	1	9	-23	0	2	7	0
0	8.80	1	9	-23	0	5	8	0
0	5.43	1	9	-23	0	3	8	1
0	4.67	1	9	-23	0	1	8	0
0	1.17	1	9	-23	0	4	8	1
0	1.67	1	9	-23	0	1	8	0
0	2.20	1	9	-23	0	3	9	1
0	0.53	1	9	-23	0	4	9	1
0	0.57	1	9	-23	0	4	9	1
0	1.00	1	9	-23	0	2	9	0
0	1.77	1	9	-23	0	5	9	0
0	3.67	1	9	-23	0	4	10	1
0	2.70	1	9	-23	0	2	10	1
0	2.53	1	9	-23	0	3	10	1
0	0.77	1	9	-23	0	1	10	0
1	15.40	1	9	-23	0	5	10	1
0	9.13	1	10	-21	0	5	1	0
0	0.60	1	10	-21	0	2	1	1
0	5.57	1	10	-21	0	1	1	0
0	6.87	1	10	-21	0	3	1	1
0	4.37	1	10	-21	0	4	1	1
0	0.73	1	10	-21	0	2	2	0
0	2.03	1	10	-21	0	4	2	1
0	4.63	1	10	-21	0	3	2	1
0	5.50	1	10	-21	0	5	2	0
0	11.97	1	10	-21	0	1	2	0
0	8.07	1	10	-21	0	1	3	0
0	4.70	1	10	-21	0	3	3	1
0	1.20	1	10	-21	0	4	3	1
0	0.70	1	10	-21	0	2	3	1
0	8.10	1	10	-21	0	5	3	0
0	1.37	1	10	-21	0	4	4	1
0	10.53	1	10	-21	0	5	4	0
0	2.53	1	10	-21	0	2	4	0
0	5.50	1	10	-21	0	1	4	0
0	3.03	1	10	-21	0	3	4	1
0	2.07	1	10	-21	0	4	5	1
0	1.43	1	10	-21	0	5	5	0
0	3.33	1	10	-21	0	1	5	0
0	2.90	1	10	-21	0	3	5	1
0	0.57	1	10	-21	0	2	5	1
0	0.20	1	10	-21	0	2	6	0
0	1.53	1	10	-21	0	4	6	1
0	7.40	1	10	-21	0	5	6	0
0	10.27	1	10	-21	0	1	6	0
0	37.90	1	10	-21	0	3	6	1
0	0.63	1	10	-21	0	1	7	0
0	0.53	1	10	-21	0	5	7	0
0	8.53	1	10	-21	0	3	7	1
0	0.20	1	10	-21	0	2	7	1
0	2.63	1	10	-21	0	4	7	1
0	0.60	1	10	-21	0	4	8	1
0	2.40	1	10	-21	0	2	8	0
0	3.83	1	10	-21	0	1	8	0
0	6.60	1	10	-21	0	3	8	1
0	0.80	1	10	-21	0	5	8	0
0	0.47	1	10	-21	0	1	9	0
0	0.70	1	10	-21	0	4	9	1
0	5.80	1	10	-21	0	5	9	0
0	0.47	1	10	-21	0	2	9	0
0	7.70	1	10	-21	0	3	9	1
0	7.30	1	10	-21	0	3	10	1
0	1.33	1	10	-21	0	4	10	1
0	0.57	1	10	-21	0	2	10	0
0	2.83	1	10	-21	0	5	10	0
0	0.67	1	10	-21	0	1	10	0
0	1.47	1	11	-18	0	1	1	0
0	2.93	1	11	-18	0	2	1	0
0	0.80	1	11	-18	0	4	1	1
0	2.97	1	11	-18	0	5	1	0
0	2.27	1	11	-18	0	3	1	1
0	4.33	1	11	-18	0	3	2	1
0	1.40	1	11	-18	0	1	2	0
0	0.60	1	11	-18	0	5	2	0
0	0.43	1	11	-18	0	2	2	0
0	1.50	1	11	-18	0	4	2	1
0	0.67	1	11	-18	0	2	3	0
0	0.40	1	11	-18	0	5	3	0
0	2.47	1	11	-18	0	3	3	1
0	4.40	1	11	-18	0	1	3	0
0	1.60	1	11	-18	0	4	3	1
0	1.13	1	11	-18	0	2	4	0
0	6.30	1	11	-18	0	3	4	1
0	2.63	1	11	-18	0	4	4	1
0	1.90	1	11	-18	0	5	4	0
0	1.47	1	11	-18	0	1	4	0
0	3.20	1	11	-18	0	1	5	0
0	3.23	1	11	-18	0	5	5	0
0	10.53	1	11	-18	0	3	5	1
0	1.33	1	11	-18	0	4	5	1
1	2.60	1	11	-18	0	2	5	0
0	1.83	1	11	-18	0	5	6	0
0	3.27	1	11	-18	0	1	6	0
0	2.20	1	11	-18	0	4	6	1
0	3.67	1	11	-18	0	3	6	1
1	6.67	1	11	-18	0	2	6	0
0	0.83	1	11	-18	0	2	7	0
0	3.80	1	11	-18	0	3	7	1
0	1.57	1	11	-18	0	4	7	1
0	0.67	1	11	-18	0	1	7	0
0	2.50	1	11	-18	0	5	7	0
0	2.60	1	11	-18	0	4	8	1
0	3.53	1	11	-18	0	2	8	0
0	0.37	1	11	-18	0	5	8	0
0	0.70	1	11	-18	0	1	8	0
1	18.33	1	11	-18	0	3	8	1
0	3.13	1	11	-18	0	1	9	0
0	4.23	1	11	-18	0	5	9	0
0	4.87	1	11	-18	0	3	9	1
0	0.73	1	11	-18	0	2	9	1
0	8.70	1	11	-18	0	4	9	1
0	13.27	1	11	-18	0	3	10	1
0	1.47	1	11	-18	0	2	10	0
0	6.30	1	11	-18	0	5	10	0
0	3.93	1	11	-18	0	1	10	0
0	1.40	1	11	-18	0	4	10	1
0	2.70	1	12	-15	0	5	1	0
0	1.77	1	12	-15	0	2	1	1
0	7.73	1	12	-15	0	3	1	1
0	6.40	1	12	-15	0	4	1	1
1	24.47	1	12	-15	0	1	1	0
0	10.37	1	12	-15	0	1	2	0
0	5.03	1	12	-15	0	2	2	0
0	2.73	1	12	-15	0	5	2	0
0	5.60	1	12	-15	0	3	2	1
0	1.57	1	12	-15	0	4	2	1
0	4.33	1	12	-15	0	4	3	1
0	9.97	1	12	-15	0	3	3	1
0	15.70	1	12	-15	0	1	3	0
0	5.53	1	12	-15	0	5	3	0
0	0.77	1	12	-15	0	2	3	0
0	2.67	1	12	-15	0	4	4	1
0	6.00	1	12	-15	0	3	4	1
0	3.90	1	12	-15	0	2	4	0
1	10.90	1	12	-15	0	1	4	0
0	3.83	1	12	-15	0	5	4	0
0	0.73	1	12	-15	0	2	5	0
0	0.57	1	12	-15	0	1	5	0
0	2.00	1	12	-15	0	4	5	1
0	5.17	1	12	-15	0	3	5	1
0	2.10	1	12	-15	0	5	5	0
0	8.40	1	12	-15	0	1	6	0
0	7.00	1	12	-15	0	3	6	1
0	2.77	1	12	-15	0	4	6	1
0	2.33	1	12	-15	0	2	6	0
0	1.50	1	12	-15	0	5	6	0
0	1.00	1	12	-15	0	5	7	0
0	0.60	1	12	-15	0	2	7	0
0	1.70	1	12	-15	0	4	7	1
0	5.07	1	12	-15	0	1	7	0
0	2.83	1	12	-15	0	3	7	1
0	18.17	1	12	-15	0	3	8	1
0	1.63	1	12	-15	0	4	8	1
0	3.20	1	12	-15	0	5	8	0
0	0.57	1	12	-15	0	2	8	1
0	0.37	1	12	-15	0	1	8	0
0	3.03	1	12	-15	0	5	9	0
0	6.67	1	12	-15	0	1	9	0
0	3.43	1	12	-15	0	4	9	1
0	11.90	1	12	-15	0	3	9	1
0	0.87	1	12	-15	0	2	9	1
0	1.07	1	12	-15	0	2	10	1
0	0.37	1	12	-15	0	1	10	0
0	1.17	1	12	-15	0	4	10	1
0	0.67	1	12	-15	0	5	10	0
0	3.33	1	12	-15	0	3	10	1
0	2.97	1	13	-11	0	1	1	0
0	0.37	1	13	-11	0	2	1	1
0	0.80	1	13	-11	0	4	1	1
0	0.63	1	13	-11	0	5	1	0
0	3.77	1	13	-11	0	3	1	1
0	3.17	1	13	-11	0	3	2	1
0	0.73	1	13	-11	0	1	2	0
0	3.17	1	13	-11	0	5	2	0
0	12.43	1	13	-11	0	2	2	1
0	1.77	1	13	-11	0	4	2	1
0	3.70	1	13	-11	0	2	3	0
0	3.23	1	13	-11	0	5	3	0
0	7.53	1	13	-11	0	3	3	1
1	24.07	1	13	-11	0	1	3	0
0	3.13	1	13	-11	0	4	3	1
0	2.43	1	13	-11	0	2	4	0
0	55.03	1	13	-11	0	3	4	1
0	1.23	1	13	-11	0	4	4	1
0	0.63	1	13	-11	0	5	4	0
0	7.83	1	13	-11	0	1	4	0
0	7.67	1	13	-11	0	1	5	0
0	1.90	1	13	-11	0	5	5	0
0	12.67	1	13	-11	0	3	5	1
0	0.47	1	13	-11	0	4	5	1
0	0.47	1	13	-11	0	2	5	0
0	1.13	1	13	-11	0	5	6	0
1	42.17	1	13	-11	0	1	6	0
0	1.47	1	13	-11	0	4	6	1
0	6.00	1	13	-11	0	3	6	1
0	0.57	1	13	-11	0	2	6	0
0	2.47	1	13	-11	0	2	7	0
0	5.00	1	13	-11	0	3	7	1
0	2.97	1	13	-11	0	4	7	1
0	13.60	1	13	-11	0	1	7	0
0	0.40	1	13	-11	0	5	7	0
0	1.90	1	13	-11	0	4	8	1
0	37.83	1	13	-11	0	2	8	0
0	10.73	1	13	-11	0	5	8	0
0	2.20	1	13	-11	0	1	8	0
0	17.77	1	13	-11	0	3	8	1
0	0.67	1	13	-11	0	1	9	0
0	1.07	1	13	-11	0	5	9	0
0	4.03	1	13	-11	0	3	9	1
0	2.50	1	13	-11	0	2	9	0
0	0.93	1	13	-11	0	4	9	1
0	14.50	1	13	-11	0	3	10	1
0	0.53	1	13	-11	0	2	10	1
0	6.57	1	13	-11	0	5	10	0
0	9.73	1	13	-11	0	1	10	0
0	2.13	1	13	-11	0	4	10	1
0	0.77	1	14	-7	0	1	1	0
0	0.60	1	14	-7	0	2	1	0
0	1.57	1	14	-7	0	4	1	1
0	2.67	1	14	-7	0	5	1	0
0	4.60	1	14	-7	0	3	1	1
0	1.03	1	14	-7	0	3	2	1
0	0.73	1	14	-7	0	1	2	0
0	0.47	1	14	-7	0	5	2	0
0	0.93	1	14	-7	0	2	2	0
0	2.93	1	14	-7	0	4	2	1
0	0.40	1	14	-7	0	2	3	0
0	5.50	1	14	-7	0	5	3	0
0	3.03	1	14	-7	0	3	3	1
0	0.83	1	14	-7	0	1	3	0
0	7.00	1	14	-7	0	4	3	0
0	3.63	1	14	-7	0	2	4	0
0	3.83	1	14	-7	0	3	4	1
0	1.47	1	14	-7	0	4	4	1
0	0.63	1	14	-7	0	5	4	0
0	3.43	1	14	-7	0	1	4	0
0	2.93	1	14	-7	0	1	5	0
0	0.47	1	14	-7	0	5	5	0
0	3.30	1	14	-7	0	3	5	1
0	2.20	1	14	-7	0	4	5	1
0	0.50	1	14	-7	0	2	5	0
0	0.63	1	14	-7	0	5	6	0
0	0.33	1	14	-7	0	1	6	0
0	1.60	1	14	-7	0	4	6	1
1	4.33	1	14	-7	0	3	6	1
0	2.27	1	14	-7	0	2	6	0
0	2.57	1	14	-7	0	3	7	1
0	1.90	1	14	-7	0	4	7	1
0	4.23	1	14	-7	0	1	7	0
0	1.33	1	14	-7	0	4	8	1
0	1.00	1	14	-7	0	5	7	0
0	1.57	1	14	-7	0	4	9	1
0	2.60	1	14	-7	0	2	7	0
0	7.27	1	14	-7	0	5	8	0
0	0.50	1	14	-7	0	1	8	0
0	1.43	1	14	-7	0	3	8	1
0	0.43	1	14	-7	0	1	9	0
0	3.03	1	14	-7	0	5	9	0
0	3.53	1	14	-7	0	3	9	1
0	0.57	1	14	-7	0	2	8	0
1	8.17	1	14	-7	0	4	10	1
0	2.37	1	14	-7	0	3	10	1
0	2.60	1	14	-7	0	2	9	0
0	4.60	1	14	-7	0	5	10	0
1	11.70	1	14	-7	0	1	10	0
0	1.47	1	14	-7	0	4	11	1
0	0.70	1	15	-2	0	1	1	0
0	2.60	1	15	-2	0	3	1	1
0	4.40	1	15	-2	0	5	1	0
0	2.20	1	15	-2	0	4	1	1
0	3.77	1	15	-2	0	2	1	1
0	1.60	1	15	-2	0	5	2	0
0	1.87	1	15	-2	0	3	2	1
0	5.90	1	15	-2	0	1	2	0
0	2.73	1	15	-2	0	4	2	1
0	3.97	1	15	-2	0	2	2	1
0	3.77	1	15	-2	0	2	3	1
0	1.07	1	15	-2	0	4	3	1
0	3.40	1	15	-2	0	5	3	0
0	1.57	1	15	-2	0	3	3	1
0	4.50	1	15	-2	0	1	3	0
0	3.23	1	15	-2	0	1	4	0
0	9.53	1	15	-2	0	3	4	1
0	0.50	1	15	-2	0	4	4	1
0	0.53	1	15	-2	0	2	4	0
0	5.33	1	15	-2	0	5	4	0
0	7.80	1	15	-2	0	5	5	0
0	2.60	1	15	-2	0	3	5	1
0	2.37	1	15	-2	0	2	5	0
0	3.37	1	15	-2	0	1	5	0
0	3.20	1	15	-2	0	4	5	1
0	7.23	1	15	-2	0	5	6	0
0	1.83	1	15	-2	0	3	6	1
0	1.40	1	15	-2	0	1	6	0
0	1.10	1	15	-2	0	4	6	1
0	3.23	1	15	-2	0	2	6	0
0	1.10	1	15	-2	0	4	7	1
0	4.30	1	15	-2	0	1	7	0
0	5.23	1	15	-2	0	2	7	0
0	11.07	1	15	-2	0	5	7	0
0	4.30	1	15	-2	0	3	7	1
0	0.43	1	15	-2	0	2	8	1
0	7.47	1	15	-2	0	5	8	0
0	6.17	1	15	-2	0	3	8	1
0	6.97	1	15	-2	0	1	8	0
0	1.30	1	15	-2	0	4	8	1
0	0.80	1	15	-2	0	1	9	0
0	1.17	1	15	-2	0	3	9	1
0	1.97	1	15	-2	0	4	9	1
0	0.43	1	15	-2	0	2	9	0
0	6.33	1	15	-2	0	5	9	0
0	1.27	1	15	-2	0	4	10	1
0	2.87	1	15	-2	0	2	10	1
0	4.90	1	15	-2	0	3	10	1
0	5.50	1	15	-2	0	1	10	0
0	1.30	1	15	-2	0	5	10	0
0	1.47	2	1	2	1	4	1	1
0	2.10	2	1	2	1	5	1	0
0	0.53	2	1	2	1	2	1	0
0	0.93	2	1	2	1	1	1	0
0	5.43	2	1	2	1	3	1	1
0	5.07	2	1	2	1	3	2	1
0	2.60	2	1	2	1	4	2	1
0	0.97	2	1	2	1	2	2	1
0	6.07	2	1	2	1	1	2	0
0	6.03	2	1	2	1	5	2	0
0	0.50	2	1	2	1	5	3	0
0	1.23	2	1	2	1	1	3	0
0	12.53	2	1	2	1	4	3	1
0	0.53	2	1	2	1	2	3	0
0	5.00	2	1	2	1	3	3	1
0	1.73	2	1	2	1	3	4	1
0	3.30	2	1	2	1	1	4	0
0	2.30	2	1	2	1	2	4	0
0	2.77	2	1	2	1	5	4	0
0	0.53	2	1	2	1	4	4	1
0	1.50	2	1	2	1	4	5	1
0	0.43	2	1	2	1	5	5	0
0	0.60	2	1	2	1	2	5	0
0	1.37	2	1	2	1	3	5	1
0	0.47	2	1	2	1	1	5	0
0	2.10	2	1	2	1	5	6	0
0	0.87	2	1	2	1	2	6	0
0	0.67	2	1	2	1	1	6	0
0	1.83	2	1	2	1	4	6	1
0	4.30	2	1	2	1	3	6	1
0	1.30	2	1	2	1	2	7	1
0	2.07	2	1	2	1	3	7	1
0	0.63	2	1	2	1	1	7	0
0	1.40	2	1	2	1	4	7	1
0	1.23	2	1	2	1	5	7	0
0	0.53	2	1	2	1	1	8	0
0	2.47	2	1	2	1	2	8	0
0	1.37	2	1	2	1	4	8	1
0	3.43	2	1	2	1	3	8	1
0	0.43	2	1	2	1	5	8	0
0	0.90	2	1	2	1	2	9	0
0	4.43	2	1	2	1	1	9	0
0	1.23	2	1	2	1	4	9	1
0	2.17	2	1	2	1	3	9	1
0	4.40	2	1	2	1	5	9	0
0	4.53	2	1	2	1	3	10	1
0	3.50	2	1	2	1	4	10	1
0	3.90	2	1	2	1	1	10	0
0	6.40	2	1	2	1	2	10	1
0	4.00	2	1	2	1	5	10	0
0	1.57	2	2	7	2	5	1	0
0	0.60	2	2	7	2	2	1	0
0	2.80	2	2	7	2	3	1	1
0	2.23	2	2	7	2	4	1	1
0	0.47	2	2	7	2	1	1	0
0	0.40	2	2	7	2	1	2	0
0	2.30	2	2	7	2	2	2	1
0	6.73	2	2	7	2	5	2	0
0	4.67	2	2	7	2	3	2	1
0	1.30	2	2	7	2	4	2	1
0	1.13	2	2	7	2	4	3	1
0	3.53	2	2	7	2	3	3	1
0	0.77	2	2	7	2	1	3	0
0	9.03	2	2	7	2	5	3	0
0	0.43	2	2	7	2	2	3	0
0	1.13	2	2	7	2	4	4	1
0	3.33	2	2	7	2	3	4	1
0	3.13	2	2	7	2	2	4	1
0	2.70	2	2	7	2	1	4	0
0	7.83	2	2	7	2	5	4	0
0	0.50	2	2	7	2	2	5	1
0	0.50	2	2	7	2	1	5	0
0	1.63	2	2	7	2	4	5	1
0	3.80	2	2	7	2	3	5	1
0	1.30	2	2	7	2	5	5	0
0	0.57	2	2	7	2	1	6	0
0	3.30	2	2	7	2	3	6	1
0	1.33	2	2	7	2	4	6	1
0	0.80	2	2	7	2	2	6	0
0	1.53	2	2	7	2	5	6	0
0	1.77	2	2	7	2	5	7	0
0	1.40	2	2	7	2	2	7	0
0	4.23	2	2	7	2	4	7	1
0	2.70	2	2	7	2	1	7	0
0	2.60	2	2	7	2	3	7	1
0	2.67	2	2	7	2	3	8	1
0	4.77	2	2	7	2	4	8	1
0	3.73	2	2	7	2	5	8	0
0	1.13	2	2	7	2	2	8	0
0	1.47	2	2	7	2	1	8	0
0	2.00	2	2	7	2	5	9	0
0	1.40	2	2	7	2	1	9	0
0	0.70	2	2	7	2	4	9	1
0	3.40	2	2	7	2	3	9	1
0	2.37	2	2	7	2	2	9	0
0	0.87	2	2	7	2	2	10	0
0	10.13	2	2	7	2	1	10	0
0	2.27	2	2	7	2	4	10	1
0	1.50	2	2	7	2	5	10	0
0	1.77	2	2	7	2	3	10	1
0	0.47	2	3	11	3	1	1	0
0	5.27	2	3	11	3	3	1	1
0	0.80	2	3	11	3	4	1	1
0	2.40	2	3	11	3	2	1	0
0	0.80	2	3	11	3	5	1	0
0	1.60	2	3	11	3	5	2	0
0	1.13	2	3	11	3	4	2	1
1	4.73	2	3	11	3	3	2	1
0	2.93	2	3	11	3	1	2	0
0	0.43	2	3	11	3	2	2	0
0	4.83	2	3	11	3	3	3	1
0	1.30	2	3	11	3	4	3	1
0	2.07	2	3	11	3	5	3	0
1	5.97	2	3	11	3	2	3	0
0	0.53	2	3	11	3	1	3	0
0	5.07	2	3	11	3	1	4	0
0	0.40	2	3	11	3	2	4	1
0	2.03	2	3	11	3	5	4	0
0	1.33	2	3	11	3	4	4	1
